('Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         789317 function calls (764828 primitive calls) in 1.586 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2773    0.000    0.000    0.001    0.000 __init__.py:636(set_up_substitutions)
      111    0.000    0.000    0.001    0.000 functools.py:35(update_wrapper)
      291    0.000    0.000    0.001    0.000 _connection.py:364(receive_data)
      104    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
     3808    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      240    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
 1313/946    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
       53    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
      240    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
       29    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1680(extract_cookies)
      720    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     2868    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
       20    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
     3467    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      251    0.000    0.000    0.000    0.000 _connection.py:342(_respond_to_state_changes)
      861    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       86    0.000    0.000    0.000    0.000 css_parser.py:812(parse_combinator)
      250    0.000    0.000    0.000    0.000 typing_extensions.py:3389(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1240(dataclass)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
      240    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      142    0.000    0.000    0.000    0.000 css_parser.py:369(__init__)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
     2749    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2946    0.000    0.000    0.000    0.000 element.py:2771(descendants)
     2061    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       91    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
      246    0.000    0.000    0.000    0.000 _events.py:299(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
      296    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
       29    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
       14    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
      135    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2238(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
      235    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
     2931    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
     2772    0.000    0.000    0.000    0.000 _markupbase.py:36(getpos)
     2597    0.000    0.000    0.000    0.000 element.py:1147(next_elements)
  545/338    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
      295    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
      421    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 _connection.py:151(Connection)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
      807    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
      582    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
       27    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
        8    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
     2599    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
      275    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
  215/175    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
      494    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      185    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
     1666    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
     4302    0.000    0.000    0.000    0.000 element.py:2227(__bool__)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      960    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
       15    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
     1328    0.000    0.000    0.000    0.000 _connection.py:224(their_state)
      285    0.000    0.000    0.000    0.000 css_parser.py:344(match)
     1211    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
      517    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      322    0.000    0.000    0.000    0.000 css_parser.py:248(css_unescape)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
     3093    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        3    0.000    0.000    0.000    0.000 _connection.py:517(send)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       16    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
      288    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      842    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      295    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      842    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
      445    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
      271    0.000    0.000    0.000    0.000 filter.py:627(_match_attribute_value_helper)
      291    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
     1831    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       70    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
      109    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        3    0.000    0.000    0.000    0.000 _headers.py:152(normalize_and_validate)
      279    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
  215/152    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       40    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      742    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      412    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
     1585    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      195    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      310    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      767    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
      199    0.000    0.000    0.000    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
      520    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
     1201    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
      106    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
      195    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 element.py:308(ContentMetaAttributeValue)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
     1585    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
     1676    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       86    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       32    0.000    0.000    0.000    0.000 inspect.py:175(get_annotations)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
      896    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
      470    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
      251    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
       12    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        5    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
    51/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      114    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
      279    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
        8    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
      491    0.000    0.000    0.000    0.000 _decoders.py:237(decode)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
       29    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
      979    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      494    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
    51/21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      241    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
      331    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      247    0.000    0.000    0.000    0.000 _connection.py:260(_server_switch_event)
      490    0.000    0.000    0.000    0.000 <string>:2(__eq__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      204    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:358(__exit__)
      494    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:347(close)
      390    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
      293    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      432    0.000    0.000    0.000    0.000 filter.py:292(matches_string)
      311    0.000    0.000    0.000    0.000 types.py:192(__init__)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       50    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       30    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
      197    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
      493    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       81    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       24    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 _client.py:391(_merge_url)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
      896    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
      273    0.000    0.000    0.000    0.000 element.py:2168(get)
      255    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      275    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 http11.py:254(close)
      126    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync.py:141(close)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       68    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
       10    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
        1    0.000    0.000    0.000    0.000 socket.py:500(close)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
      583    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
      167    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
      391    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       45    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
      953    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      848    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
      195    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       30    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 default.py:130(close)
       30    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
      452    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      618    0.000    0.000    0.000    0.000 filter.py:259(_base_match)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _headers.py:77(Headers)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        1    0.000    0.000    0.000    0.000 _client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      737    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
      448    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 _utils.py:30(get_environment_proxies)
        6    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       64    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      186    0.000    0.000    0.000    0.000 filter.py:321(matches_tag)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
      112    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3132(deprecated)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
      106    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
      302    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
      255    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       24    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
       15    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
      178    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       45    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:424(_merge_headers)
      248    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 _synchronization.py:434(SemaphoreAdapter)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
       98    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
      336    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      141    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _connection.py:167(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:252(get_list)
      123    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      250    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
      195    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
