('Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         789317 function calls (764828 primitive calls) in 1.586 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       95    0.000    0.000    0.000    0.000 typing_extensions.py:3351(_check_generic)
        7    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
      281    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
      514    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
      299    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
      240    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
       58    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      190    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      176    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7e3285d15e40}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
    46/45    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
       36    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 _readers.py:213(Http10Reader)
      427    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:593(encodings)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       58    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        8    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 http11.py:344(close)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       72    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
       14    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
       13    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
      158    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 _readers.py:122(ContentLengthReader)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
       15    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        5    0.000    0.000    0.000    0.000 element.py:524(get_text)
       35    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.000    0.000 _client.py:305(headers)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 _models.py:1079(Cookies)
        1    0.000    0.000    0.000    0.000 _client.py:125(ClientState)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
       96    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       35    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4154(Format)
       21    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 dammit.py:683(find_declared_encoding)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:442(_SpecialGenericAlias)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        7    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
      196    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
       98    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        2    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
       54    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        6    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
       57    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
       10    0.000    0.000    0.000    0.000 element.py:1881(_all_strings)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        2    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 __init__.py:1529(info)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
       96    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:468(read)
        2    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        5    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       38    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
       24    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       16    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       57    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       22    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       18    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       57    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       37    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        7    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 connection_pool.py:23(assign_to_connection)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
       98    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       23    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(RequestInterface)
        1    0.000    0.000    0.000    0.000 _client.py:457(_build_request_auth)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7e32864d58a0}
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
       32    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 interfaces.py:20(AsyncRequestInterface)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        4    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
       50    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
       76    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       40    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
       50    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
      122    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        3    0.000    0.000    0.000    0.000 element.py:2877(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 _connection.py:353(trailing_data)
        1    0.000    0.000    0.000    0.000 _models.py:242(get)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:148(Lock)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        5    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
       13    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        2    0.000    0.000    0.000    0.000 inspect.py:384(_has_code_flag)
       24    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _connection.py:235(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 dammit.py:540(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       25    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        1    0.000    0.000    0.000    0.000 _tempfile.py:25(TemporaryFile)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:48(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 dammit.py:988(find_codec)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 from_thread.py:398(BlockingPortalProvider)
       12    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        1    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _headers.py:123(raw_items)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       53    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 http11.py:264(can_handle_request)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 lowlevel.py:90(RunVar)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:1275(__enter__)
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
